name,description,source,duration,variation,Type,optionalResourceAndAmount,baseDiceAdjustment,dicePoolModifier,penetration,ranges,usesPerRound,optionalAreaOfEffects,damageTypes,governingSkillName
One-handed 12 Gauge Pump-action Shotgun with Buckshot 12 Gauge Shell,"Remington 870, Mossberg 500, ect...",Innate,Indefinite,One-handed,12 Gauge Pump-action Shotgun,"Buckshot 12 Gauge Shell, 1",+0,+1d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,Ballistic,Medium Guns
Two-handed 12 Gauge Pump-action Shotgun with Buckshot 12 Gauge Shell,"Remington 870, Mossberg 500, ect...",Innate,Indefinite,Two-handed,12 Gauge Pump-action Shotgun,"Buckshot 12 Gauge Shell, 1",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,Ballistic,Medium Guns
,,,,,,,,,,,,,,
One-handed 5.56 Semi-automatic Rifle with FMJ 5.56 Round,"AR-15, ect...",Innate,Indefinite,One-handed,5.56 Semi-automatic Rifle,"FMJ 5.56 Round, 1",+0,+1d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,Ballistic,Medium Guns
Two-handed 5.56 Semi-automatic Rifle with FMJ 5.56 Round,"AR-15, ect...",Innate,Indefinite,Two-handed,5.56 Semi-automatic Rifle,"FMJ 5.56 Round, 1",+0,+3d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,Ballistic,Medium Guns
,,,,,,,,,,,,,,
One-handed 5.56 Burst Rifle with FMJ 5.56 Round,"M16A2, ect...",Innate,Indefinite,One-handed,5.56 Burst Rifle,"FMJ 5.56 Round, 3",+0,+2d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,Ballistic,Medium Guns
Two-handed 5.56 Burst Rifle with FMJ 5.56 Round,"M16A2, ect...",Innate,Indefinite,Two-handed,5.56 Burst Rifle,"FMJ 5.56 Round, 3",+0,+4d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,Ballistic,Medium Guns
,,,,,,,,,,,,,,
One-handed 5.56 Automatic Rifle with FMJ 5.56 Round,"M4, ect...",Innate,Indefinite,One-handed,5.56 Automatic Rifle,"FMJ 5.56 Round, 6",+0,+2d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,Ballistic,Medium Guns
Two-handed 5.56 Automatic Rifle with FMJ 5.56 Round,"M4, ect...",Innate,Indefinite,Two-handed,5.56 Automatic Rifle,"FMJ 5.56 Round, 6",+0,+4d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,Ballistic,Medium Guns
,,,,,,,,,,,,,,
One-handed .308 Bolt Action Rifle with FMJ .308 Round,"Remington M700, ect...",Innate,Indefinite,One-handed,.308 Bolt Action Rifle,"FMJ .308 Round, 1",+0,+1d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,Ballistic,Medium Guns
Two-handed .308 Bolt Action Rifle with FMJ .308 Round,"Remington M700, ect...",Innate,Indefinite,Two-handed,.308 Bolt Action Rifle,"FMJ .308 Round, 1",+0,+4d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,Ballistic,Medium Guns
,,,,,,,,,,,,,,
One-handed 5.56 Machine Gun with FMJ 5.56 Round,"M249, ect...",Innate,Indefinite,One-handed,5.56 Machine Gun,"FMJ 5.56 Round, 10",+0,-2d,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,Ballistic,Heavy Guns
Two-handed 5.56 Machine Gun with FMJ 5.56 Round,"M249, ect...",Innate,Indefinite,Two-handed,5.56 Machine Gun,"FMJ 5.56 Round, 10",+0,+4d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,Ballistic,Heavy Guns
,,,,,,,,,,,,,,
One-handed RPG Launcher with Explosive RPG Round,"RPG-7, ect...",Innate,Indefinite,One-handed,RPG Launcher,"Explosive RPG Round, 1",+0,-2d,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,Shockwave,Heavy Guns
Two-handed RPG Launcher with Explosive RPG Round,"RPG-7, ect...",Innate,Indefinite,Two-handed,RPG Launcher,"Explosive RPG Round, 1",+0,+6d6,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,Shockwave,Heavy Guns
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Slash Close Melee -1,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Slash Close Melee,None,-1,+0d6,0,Melee,Swift,None,Slash,Close Melee
One-handed Slash Close Melee +1,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Slash Close Melee,None,+1,+0d6,0,Melee,Swift,None,Slash,Close Melee
One-handed Slash Close Melee +2,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Slash Close Melee,None,+2,+0d6,0,Melee,Swift,None,Slash,Close Melee
One-handed Slash Close Melee +3,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Slash Close Melee,None,+3,+0d6,0,Melee,Swift,None,Slash,Close Melee
One-handed Slash Close Melee +5,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Slash Close Melee,None,+5,+0d6,0,Melee,Swift,None,Slash,Close Melee
One-handed Slash Close Melee +9,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Slash Close Melee,None,+9,+0d6,0,Melee,Swift,None,Slash,Close Melee
,,,,,,,,,,,,,,
Dual-wielded Slash Close Melee -1,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Slash Close Melee,None,-1,+1d6,0,Melee,Swift +1,None,Slash,Close Melee
Dual-wielded Slash Close Melee +1,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Slash Close Melee,None,+1,+1d6,0,Melee,Swift +1,None,Slash,Close Melee
Dual-wielded Slash Close Melee +2,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Slash Close Melee,None,+2,+1d6,0,Melee,Swift +1,None,Slash,Close Melee
Dual-wielded Slash Close Melee +3,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Slash Close Melee,None,+3,+1d6,0,Melee,Swift +1,None,Slash,Close Melee
Dual-wielded Slash Close Melee +5,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Slash Close Melee,None,+5,+1d6,0,Melee,Swift +1,None,Slash,Close Melee
Dual-wielded Slash Close Melee +9,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Slash Close Melee,None,+9,+1d6,0,Melee,Swift +1,None,Slash,Close Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Pierce Close Melee +1,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Pierce Close Melee,None,+1,+0d6,0,Melee,Swift,None,Pierce,Close Melee
One-handed Pierce Close Melee +3,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Pierce Close Melee,None,+3,+0d6,0,Melee,Swift,None,Pierce,Close Melee
One-handed Pierce Close Melee +5,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Pierce Close Melee,None,+5,+0d6,0,Melee,Swift,None,Pierce,Close Melee
One-handed Pierce Close Melee +9,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Pierce Close Melee,None,+9,+0d6,0,Melee,Swift,None,Pierce,Close Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Dual-wielded Pierce Close Melee +1,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Pierce Close Melee,None,+1,+1d6,0,Melee,Swift +1,None,Pierce,Close Melee
Dual-wielded Pierce Close Melee +3,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Pierce Close Melee,None,+3,+1d6,0,Melee,Swift +1,None,Pierce,Close Melee
Dual-wielded Pierce Close Melee +5,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Pierce Close Melee,None,+5,+1d6,0,Melee,Swift +1,None,Pierce,Close Melee
Dual-wielded Pierce Close Melee +9,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Pierce Close Melee,None,+9,+1d6,0,Melee,Swift +1,None,Pierce,Close Melee
,,,,,,,,,,,,,,
One-handed Bludgeon Close Melee +1,"Small club, crowbars, gauntlets, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Bludgeon Close Melee +1,None,+0,+0d6,2,Melee,Swift,None,Bludgeon,Close Melee
Dual-wielded Bludgeon Close Melee +1,"Small club, crowbars, gauntlets, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Bludgeon Close Melee +1,None,+0,+1d6,2,Melee,Swift +1,None,Bludgeon,Close Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Torch Close Melee +12,"Torches, ect... Can be used in a Grapple.",Innate,Indefinite,One-handed,Torch Close Melee,None,+12,+0d6,0,Melee,Swift,None,"Bludgeon, Fire",Close Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Dual-wielded Torch Close Melee +12,"Torches, ect... Can be used in a Grapple.",Innate,Indefinite,Dual-wielded,Torch Close Melee,None,+12,+1d6,0,Melee,Swift +1,None,"Bludgeon, Fire",Close Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Hew Medium Melee +3,"Battleaxes, large creature claws, ect...",Innate,Indefinite,One-handed,Hew Medium Melee,None,+3,+1d6,1,Melee,Swift,None,Hew,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Two-handed Hew Medium Melee +3,"Battleaxes, large creature claws, ect...",Innate,Indefinite,Two-handed,Hew Medium Melee,None,+3,+2d6,1,Melee,Swift,None,Hew,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Dual-wielded Hew Medium Melee +3,"Battleaxes, large creature claws, ect...",Innate,Indefinite,Dual-wielded,Hew Medium Melee,None,+3,+2d6,1,Melee,Swift +1,None,Hew,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Slash Medium Melee +1,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,One-handed,Slash Medium Melee,None,+1,+1d6,1,Melee,Swift,None,Slash,Medium Melee
One-handed Slash Medium Melee +2,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,One-handed,Slash Medium Melee,None,+2,+1d6,1,Melee,Swift,None,Slash,Medium Melee
One-handed Slash Medium Melee +3,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,One-handed,Slash Medium Melee,None,+3,+1d6,1,Melee,Swift,None,Slash,Medium Melee
One-handed Slash Medium Melee +5,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,One-handed,Slash Medium Melee,None,+5,+1d6,1,Melee,Swift,None,Slash,Medium Melee
One-handed Slash Medium Melee +9,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,One-handed,Slash Medium Melee,None,+9,+1d6,1,Melee,Swift,None,Slash,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Two-handed Slash Medium Melee +5,"Bastard Sword, Medium swords with two-handed grips, ect...",Innate,Indefinite,Two-handed,Slash Medium Melee,None,+5,+2d6,1,Melee,Swift,None,Slash,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Dual-wielded Slash Medium Melee +1,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,Dual-wielded,Slash Medium Melee,None,+1,+2d6,1,Melee,Swift +1,None,Slash,Medium Melee
Dual-wielded Slash Medium Melee +2,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,Dual-wielded,Slash Medium Melee,None,+2,+2d6,1,Melee,Swift +1,None,Slash,Medium Melee
Dual-wielded Slash Medium Melee +3,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,Dual-wielded,Slash Medium Melee,None,+3,+2d6,1,Melee,Swift +1,None,Slash,Medium Melee
Dual-wielded Slash Medium Melee +5,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,Dual-wielded,Slash Medium Melee,None,+5,+2d6,1,Melee,Swift +1,None,Slash,Medium Melee
Dual-wielded Slash Medium Melee +9,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Innate,Indefinite,Dual-wielded,Slash Medium Melee,None,+9,+2d6,1,Melee,Swift +1,None,Slash,Medium Melee
,,,,,,,,,,,,,,
One-handed Pierce Medium Melee +2,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Innate,Indefinite,One-handed,Pierce Medium Melee,None,+2,+1d6,1,Melee,Swift,None,Pierce,Medium Melee
One-handed Pierce Medium Melee +3,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Innate,Indefinite,One-handed,Pierce Medium Melee,None,+3,+1d6,1,Melee,Swift,None,Pierce,Medium Melee
One-handed Pierce Medium Melee +5,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Innate,Indefinite,One-handed,Pierce Medium Melee,None,+5,+1d6,1,Melee,Swift,None,Pierce,Medium Melee
One-handed Pierce Medium Melee +9,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Innate,Indefinite,One-handed,Pierce Medium Melee,None,+9,+1d6,1,Melee,Swift,None,Pierce,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Two-handed Pierce Medium Melee +5,"Bastard Sword, Medium swords with two-handed grips, War pick, war hammer's spike, ect...",Innate,Indefinite,Two-handed,Pierce Medium Melee,None,+5,+2d6,1,Melee,Swift,None,Pierce,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Dual-wielded Pierce Medium Melee +2,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Innate,Indefinite,Dual-wielded,Pierce Medium Melee,None,+2,+2d6,1,Melee,Swift +1,None,Pierce,Medium Melee
Dual-wielded Pierce Medium Melee +3,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Innate,Indefinite,Dual-wielded,Pierce Medium Melee,None,+3,+2d6,1,Melee,Swift +1,None,Pierce,Medium Melee
Dual-wielded Pierce Medium Melee +5,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Innate,Indefinite,Dual-wielded,Pierce Medium Melee,None,+5,+2d6,1,Melee,Swift +1,None,Pierce,Medium Melee
Dual-wielded Pierce Medium Melee +9,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Innate,Indefinite,Dual-wielded,Pierce Medium Melee,None,+9,+2d6,1,Melee,Swift +1,None,Pierce,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Bludgeon Medium Melee +3,"War hammer, mace, large creature smash, ect...",Innate,Indefinite,One-handed,Bludgeon Medium Melee,None,+3,+1d6,1,Melee,Swift,None,Bludgeon,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Two-handed Bludgeon Medium Melee +3,"War hammer, mace, large creature smash, ect...",Innate,Indefinite,Two-handed,Bludgeon Medium Melee,None,+3,+2d6,1,Melee,Swift,None,Bludgeon,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Dual-wielded Bludgeon Medium Melee +3,"War hammer, mace, large creature smash, ect...",Innate,Indefinite,Dual-wielded,Bludgeon Medium Melee,None,+3,+2d6,1,Melee,Swift +1,None,Bludgeon,Medium Melee
,,,,,,,,,,,,,,
One-handed Medium Spear +3,"Javelin, short spear, large creature horns, ect...",Innate,Indefinite,One-handed,Medium Spear,None,+3,+1d8,1,Melee,Quick,None,Pierce,Medium Melee
One-handed Medium Spear +7,"Javelin, short spear, large creature horns, ect...",Innate,Indefinite,One-handed,Medium Spear,None,+7,+1d8,1,Melee,Quick,None,Pierce,Medium Melee
,,,,,,,,,,,,,,
Dual-wielded Medium Spear +3,"Javelin, short spear, large creature horns, ect...",Innate,Indefinite,Dual-wielded,Medium Spear,None,+3,"+1d8, 1d6",1,Melee,Quick,None,Pierce,Medium Melee
Dual-wielded Medium Spear +7,"Javelin, short spear, large creature horns, ect...",Innate,Indefinite,Dual-wielded,Medium Spear,None,+7,"+1d8, 1d6",1,Melee,Quick,None,Pierce,Medium Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Hew Large Melee +3,"Dane axe, short poleaxe axehead, short halberd, ect...",Innate,Indefinite,One-handed,Hew Large Melee,None,+3,+0d6,1,Melee,Swift,None,Hew,Large Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Slash Large Melee +1,"Longsword, Ōdachi, ect...",Innate,Indefinite,One-handed,Slash Large Melee,None,+1,+0d6,1,Melee,Swift,None,Slash,Large Melee
Two-handed Slash Large Melee +1,"Longsword, Ōdachi, ect...",Innate,Indefinite,Two-handed,Slash Large Melee,None,+1,+2d6,2,Melee,Swift,None,Slash,Large Melee
,,,,,,,,,,,,,,
One-handed Pierce Large Melee +1,"Longsword, Ōdachi, Bec de corbin spike, ect...",Innate,Indefinite,One-handed,Pierce Large Melee,None,+0,+0d6,2,Melee,Swift,None,Pierce,Large Melee
Two-handed Pierce Large Melee +1,"Longsword, Ōdachi, Bec de corbin spike, ect...",Innate,Indefinite,Two-handed,Pierce Large Melee,None,+0,+2d6,3,Melee,Swift,None,Pierce,Large Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Two-handed Hew Large Melee +3,"Dane axe, short poleaxe axehead, short halberd, ect...",Innate,Indefinite,Two-handed,Hew Large Melee,None,+3,+2d6,2,Melee,Swift,None,Hew,Large Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Slash Large Melee +2,"Longsword, Ōdachi, ect...",Innate,Indefinite,One-handed,Slash Large Melee,None,+2,+0d6,1,Melee,Swift,None,Slash,Large Melee
One-handed Slash Large Melee +12,"Longsword, Ōdachi, ect...",Innate,Indefinite,One-handed,Slash Large Melee,None,+12,+0d6,1,Melee,Swift,None,Slash,Large Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Two-handed Slash Large Melee +2,"Longsword, Ōdachi, ect...",Innate,Indefinite,Two-handed,Slash Large Melee,None,+2,+2d6,2,Melee,Swift,None,Slash,Large Melee
Two-handed Slash Large Melee +12,"Longsword, Ōdachi, ect...",Innate,Indefinite,Two-handed,Slash Large Melee,None,+12,+2d6,2,Melee,Swift,None,Slash,Large Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
One-handed Pierce Large Melee +2,"Longsword, Ōdachi, Bec de corbin spike, ect...",Innate,Indefinite,One-handed,Pierce Large Melee,None,+2,+0d6,1,Melee,Swift,None,Pierce,Large Melee
One-handed Pierce Large Melee +12,"Longsword, Ōdachi, Bec de corbin spike, ect...",Innate,Indefinite,One-handed,Pierce Large Melee,None,+12,+0d6,1,Melee,Swift,None,Pierce,Large Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Two-handed Pierce Large Melee +2,"Longsword, Ōdachi, Bec de corbin spike, ect...",Innate,Indefinite,Two-handed,Pierce Large Melee,None,+2,+2d6,2,Melee,Swift,None,Pierce,Large Melee
Two-handed Pierce Large Melee +12,"Longsword, Ōdachi, Bec de corbin spike, ect...",Innate,Indefinite,Two-handed,Pierce Large Melee,None,+12,+2d6,2,Melee,Swift,None,Pierce,Large Melee
,,,,,,,,,,,,,,
One-handed Bludgeon Large Melee -1,"Two-handed Mace, maul, ect...",Innate,Indefinite,One-handed,Bludgeon Large Melee,None,-1,+0d6,1,Melee,Swift,None,Bludgeon,Large Melee
One-handed Bludgeon Large Melee +3,"Two-handed Mace, maul, ect...",Innate,Indefinite,One-handed,Bludgeon Large Melee,None,+3,+0d6,1,Melee,Swift,None,Bludgeon,Large Melee
,,,,,,,,,,,,,,
Two-handed Bludgeon Large Melee -1,"Two-handed Mace, maul, ect...",Innate,Indefinite,Two-handed,Bludgeon Large Melee,None,-1,+2d6,2,Melee,Swift,None,Bludgeon,Large Melee
Two-handed Bludgeon Large Melee +3,"Two-handed Mace, maul, ect...",Innate,Indefinite,Two-handed,Bludgeon Large Melee,None,+3,+2d6,2,Melee,Swift,None,Bludgeon,Large Melee
,,,,,,,,,,,,,,
One-handed Large Spear +1,"Two-handed spear, ect...",Innate,Indefinite,One-handed,Large Spear,None,+1,+0d6,1,Melee,Quick,None,Pierce,Large Melee
One-handed Large Spear +7,"Two-handed spear, ect...",Innate,Indefinite,One-handed,Large Spear,None,+7,+0d6,1,Melee,Quick,None,Pierce,Large Melee
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Two-handed Large Spear +1,"Two-handed spear, ect...",Innate,Indefinite,Two-handed,Large Spear,None,+1,"+1d8, 1d6",2,Melee,Quick,None,Pierce,Large Melee
Two-handed Large Spear +7,"Two-handed spear, ect...",Innate,Indefinite,Two-handed,Large Spear,None,+7,"+1d8, 1d6",2,Melee,Quick,None,Pierce,Large Melee
,,,,,,,,,,,,,,
